incident_key,occur_date,occur_time,boro,precinct,jurisdiction_code,location_desc,perp_age_group,perp_sex,perp_race,vic_age_group,vic_sex,vic_race,x_coord_cd,y_coord_cd,latitude,longitude,geocoded_column,statistical_murder_flag,loc_classfctn_desc,loc_of_occur_desc
281650925,2024-02-03T00:00:00.000,16:19:00,BRONX,42,0,(null),18-24,M,WHITE HISPANIC,18-24,M,BLACK,1011255,241480,40.829443,-73.902415,POINT (-73.902415 40.829443),N,STREET,OUTSIDE
283641593,2024-03-12T00:00:00.000,20:35:00,BROOKLYN,79,0,MULTI DWELL - PUBLIC HOUS,18-24,M,BLACK,25-44,M,BLACK HISPANIC,995918,190890,40.69062,-73.957925,POINT (-73.957925 40.69062),N,HOUSING,OUTSIDE
288491501,2024-06-13T00:00:00.000,12:30:00,MANHATTAN,23,2,MULTI DWELL - PUBLIC HOUS,45-64,M,BLACK,25-44,F,BLACK,1000121,229191,40.795739,-73.94268,POINT (-73.94268 40.795739),N,HOUSING,INSIDE
287845255,2024-06-01T00:00:00.000,17:50:00,BRONX,42,0,MULTI DWELL - APT BUILD,(null),(null),(null),25-44,M,BLACK,1014645,243583,40.835202,-73.890156,POINT (-73.890156 40.835202),N,STREET,OUTSIDE
283051133,2024-03-01T00:00:00.000,01:00:00,STATEN ISLAND,120,0,MULTI DWELL - APT BUILD,45-64,F,BLACK,65+,M,BLACK,963011,168376,40.628807,-74.076515,POINT (-74.076515 40.628807),N,DWELLING,INSIDE
280179978,2024-01-08T00:00:00.000,14:30:00,QUEENS,103,0,(null),<18,M,BLACK,<18,M,BLACK,1038515,196822,40.706741,-73.804274,POINT (-73.804274 40.706741),N,STREET,OUTSIDE
284584434,2024-03-30T00:00:00.000,20:50:00,BRONX,46,0,(null),18-24,M,BLACK HISPANIC,18-24,M,BLACK HISPANIC,1013076,252524,40.85974771441924,-73.89579068278967,POINT (-73.89579068278967 40.85974771441924),N,STREET,OUTSIDE
289292527,2024-06-29T00:00:00.000,02:14:00,BRONX,40,0,(null),(null),(null),(null),25-44,M,BLACK,1005630,237083,40.81738784481628,-73.92275803797244,POINT (-73.92275803797244 40.81738784481628),N,STREET,OUTSIDE
287548091,2024-05-27T00:00:00.000,02:21:00,BRONX,43,0,(null),(null),(null),(null),25-44,M,BLACK,1018538,240851,40.82769,-73.876101,POINT (-73.876101 40.82769),N,STREET,OUTSIDE
284321057,2024-03-25T00:00:00.000,02:20:00,BRONX,48,0,(null),(null),(null),(null),25-44,M,BLACK,1018553,245062,40.839248,-73.876026,POINT (-73.876026 40.839248),N,STREET,OUTSIDE
280447061,2024-01-12T00:00:00.000,16:07:00,MANHATTAN,32,0,MULTI DWELL - APT BUILD,25-44,M,BLACK,45-64,M,BLACK,1000993,237483,40.818498,-73.939508,POINT (-73.939508 40.818498),N,STREET,OUTSIDE
287998198,2024-03-15T00:00:00.000,22:16:00,MANHATTAN,28,0,(null),45-64,M,BLACK,25-44,M,BLACK,998100,233193,40.806726,-73.949968,POINT (-73.949968 40.806726),N,STREET,OUTSIDE
285729001,2024-04-22T00:00:00.000,03:00:00,BRONX,41,0,PVT HOUSE,(null),(null),(null),18-24,F,WHITE HISPANIC,1014660,239909,40.825118,-73.890118,POINT (-73.890118 40.825118),N,DWELLING,INSIDE
287141365,2024-05-19T00:00:00.000,22:50:00,BRONX,47,0,(null),(null),(null),(null),25-44,M,BLACK,1026894,263907,40.890937,-73.845764,POINT (-73.845764 40.890937),N,STREET,OUTSIDE
288243972,2024-06-09T00:00:00.000,23:30:00,STATEN ISLAND,120,0,(null),25-44,M,BLACK,25-44,M,BLACK,951956,171423,40.63713421489127,-74.11635707454536,POINT (-74.11635707454536 40.63713421489127),N,STREET,OUTSIDE
282033298,2024-02-10T00:00:00.000,05:10:00,BRONX,52,0,MULTI DWELL - APT BUILD,25-44,M,BLACK HISPANIC,<18,M,BLACK HISPANIC,1015796,257648,40.873803,-73.885931,POINT (-73.885931 40.873803),N,DWELLING,INSIDE
282490614,2024-02-20T00:00:00.000,01:01:00,BROOKLYN,73,0,MULTI DWELL - APT BUILD,(null),(null),(null),18-24,M,BLACK,1009868,180290,40.661495,-73.907661,POINT (-73.907661 40.661495),N,DWELLING,OUTSIDE
288607690,2024-06-15T00:00:00.000,19:28:00,MANHATTAN,26,0,(null),(null),(null),(null),18-24,F,BLACK,995545,236005,40.81445,-73.959195,POINT (-73.959195 40.81445),N,STREET,OUTSIDE
280502673,2024-01-13T00:00:00.000,18:43:00,BRONX,44,0,(null),25-44,M,BLACK,25-44,M,WHITE HISPANIC,1009695,243534,40.835085,-73.908047,POINT (-73.908047 40.835085),N,STREET,OUTSIDE
285094095,2024-04-10T00:00:00.000,03:20:00,MANHATTAN,23,2,MULTI DWELL - PUBLIC HOUS,45-64,M,WHITE HISPANIC,25-44,F,BLACK,1000654,228899,40.794936,-73.940753,POINT (-73.940753 40.794936),Y,HOUSING,INSIDE
287671763,2024-05-29T00:00:00.000,23:13:00,BRONX,52,0,(null),25-44,M,BLACK,25-44,M,BLACK HISPANIC,1017478,256069,,,,N,STREET,OUTSIDE
285137848,2024-04-10T00:00:00.000,12:04:00,BRONX,40,2,MULTI DWELL - PUBLIC HOUS,(null),(null),(null),25-44,M,WHITE HISPANIC,1006693,238644,40.82167,-73.918909,POINT (-73.918909 40.82167),N,HOUSING,OUTSIDE
281343761,2024-01-30T00:00:00.000,00:32:00,BROOKLYN,71,0,MULTI DWELL - APT BUILD,(null),(null),(null),18-24,M,BLACK,1002927,182322,40.667091,-73.932674,POINT (-73.932674 40.667091),Y,DWELLING,INSIDE
289020157,2024-06-24T00:00:00.000,01:40:00,BRONX,43,0,(null),(null),(null),(null),25-44,F,BLACK,1020385,242629,40.83256198839001,-73.86942116302902,POINT (-73.86942116302902 40.83256198839001),N,STREET,OUTSIDE
287476966,2024-05-24T00:00:00.000,23:50:00,BROOKLYN,90,2,MULTI DWELL - PUBLIC HOUS,(null),(null),(null),18-24,M,BLACK,1000956,195764,40.70399,-73.939746,POINT (-73.939746 40.70399),Y,HOUSING,OUTSIDE
282942198,2024-02-28T00:00:00.000,13:15:00,MANHATTAN,19,0,MULTI DWELL - PUBLIC HOUS,18-24,M,BLACK,18-24,M,WHITE HISPANIC,999232,224050,40.781632,-73.9459,POINT (-73.9459 40.781632),N,HOUSING,OUTSIDE
289233743,2024-06-27T00:00:00.000,17:50:00,MANHATTAN,26,2,MULTI DWELL - PUBLIC HOUS,(null),(null),(null),25-44,M,BLACK,995545,236005,40.81445,-73.959195,POINT (-73.959195 40.81445),N,HOUSING,OUTSIDE
283691722,2024-03-13T00:00:00.000,16:30:00,BRONX,44,0,(null),25-44,M,BLACK,25-44,M,BLACK HISPANIC,1007715,241546,40.829632,-73.915209,POINT (-73.915209 40.829632),N,STREET,OUTSIDE
282767547,2024-02-24T00:00:00.000,14:59:00,BROOKLYN,73,0,(null),(null),(null),(null),<18,M,BLACK,1009389,180649,40.662483,-73.909388,POINT (-73.909388 40.662483),N,STREET,OUTSIDE
286395222,2024-05-03T00:00:00.000,03:23:00,BROOKLYN,73,0,MULTI DWELL - APT BUILD,(null),(null),(null),25-44,M,BLACK,1010947,184366,40.67268,-73.903755,POINT (-73.903755 40.67268),Y,DWELLING,INSIDE
282705914,2024-02-23T00:00:00.000,19:00:00,BRONX,49,0,(null),(null),(null),(null),<18,M,BLACK HISPANIC,1021688,248215,40.847891,-73.864681,POINT (-73.864681 40.847891),N,STREET,OUTSIDE
285315560,2024-04-14T00:00:00.000,04:00:00,QUEENS,108,0,BAR/NIGHT CLUB,18-24,M,BLACK,25-44,M,BLACK,1007679,209904,40.742785,-73.915449,POINT (-73.915449 40.742785),N,COMMERCIAL,OUTSIDE
284583088,2024-03-31T00:00:00.000,00:45:00,BROOKLYN,75,0,(null),(null),(null),(null),25-44,M,BLACK,1012992,186298,40.677976,-73.896377,POINT (-73.896377 40.677976),N,STREET,OUTSIDE
283518253,2024-03-10T00:00:00.000,23:51:00,BROOKLYN,73,0,MULTI DWELL - PUBLIC HOUS,(null),(null),(null),18-24,M,BLACK,1006025,185468,40.675719,-73.921496,POINT (-73.921496 40.675719),N,HOUSING,INSIDE
287921892,2024-06-04T00:00:00.000,00:14:00,BROOKLYN,67,0,(null),25-44,M,BLACK,25-44,M,BLACK,997843,175671,,,,N,STREET,OUTSIDE
279799858,2024-01-01T00:00:00.000,14:57:00,BRONX,52,0,(null),25-44,M,BLACK HISPANIC,18-24,M,WHITE HISPANIC,1014086,254305,40.86463266264929,-73.89213149135563,POINT (-73.89213149135563 40.86463266264929),N,STREET,OUTSIDE
283416447,2024-03-08T00:00:00.000,00:18:00,MANHATTAN,14,0,SOCIAL CLUB/POLICY LOCATI,18-24,M,BLACK,25-44,M,BLACK,986631,214350,40.755018,-73.991405,POINT (-73.991405 40.755018),N,COMMERCIAL,INSIDE
281486708,2024-02-01T00:00:00.000,08:17:00,QUEENS,113,0,BAR/NIGHT CLUB,(null),(null),(null),25-44,M,BLACK,1046315,187088,,,,N,COMMERCIAL,OUTSIDE
281250469,2024-01-27T00:00:00.000,20:40:00,BROOKLYN,71,0,(null),25-44,M,BLACK,25-44,M,BLACK,1000996,178613,40.656915,-73.939645,POINT (-73.939645 40.656915),N,DWELLING,INSIDE
288209439,2024-06-08T00:00:00.000,03:05:00,BROOKLYN,73,2,MULTI DWELL - PUBLIC HOUS,(null),(null),(null),25-44,M,BLACK,1009968,182502,40.667566,-73.907293,POINT (-73.907293 40.667566),N,HOUSING,OUTSIDE
286098202,2024-04-29T00:00:00.000,01:05:00,QUEENS,106,0,(null),(null),(null),(null),25-44,M,BLACK,1033855,185778,40.676457,-73.821164,POINT (-73.821164 40.676457),Y,STREET,OUTSIDE
282910022,2024-02-28T00:00:00.000,00:07:00,BRONX,48,0,MULTI DWELL - APT BUILD,(null),(null),(null),18-24,M,WHITE HISPANIC,1013843,251882,40.857985,-73.89302,POINT (-73.89302 40.857985),N,DWELLING,INSIDE
288170999,2024-06-07T00:00:00.000,20:29:00,MANHATTAN,23,2,MULTI DWELL - PUBLIC HOUS,45-64,M,BLACK,25-44,M,WHITE HISPANIC,1001038,226536,40.78845,-73.939372,POINT (-73.939372 40.78845),Y,HOUSING,OUTSIDE
289263541,2024-06-28T00:00:00.000,04:56:00,BRONX,45,2,MULTI DWELL - PUBLIC HOUS,(null),(null),(null),18-24,F,BLACK HISPANIC,1033514,237760,40.819136,-73.822011,POINT (-73.822011 40.819136),N,HOUSING,OUTSIDE
280179980,2024-01-08T00:00:00.000,21:43:00,BRONX,47,0,(null),<18,M,BLACK,<18,M,BLACK,1026948,263437,40.889646,-73.845569,POINT (-73.845569 40.889646),N,STREET,OUTSIDE
287125472,2024-05-19T00:00:00.000,05:40:00,BROOKLYN,73,0,(null),(null),(null),(null),18-24,M,BLACK,1008245,183796,,,,N,STREET,OUTSIDE
282117921,2024-02-12T00:00:00.000,16:32:00,BRONX,44,1,(null),<18,M,BLACK,65+,M,WHITE HISPANIC,1007839,246906,40.844343526095244,-73.91474279614735,POINT (-73.91474279614735 40.844343526095244),Y,TRANSIT,INSIDE
287671762,2024-05-29T00:00:00.000,16:15:00,QUEENS,101,2,MULTI DWELL - PUBLIC HOUS,(null),(null),(null),<18,M,BLACK,1044820,156440,40.595862,-73.781894,POINT (-73.781894 40.595862),N,HOUSING,OUTSIDE
289287083,2024-06-28T00:00:00.000,20:55:00,QUEENS,107,2,MULTI DWELL - PUBLIC HOUS,(null),(null),(null),18-24,F,BLACK,1035601,207363,40.735693,-73.814705,POINT (-73.814705 40.735693),N,HOUSING,OUTSIDE
286397104,2024-05-04T00:00:00.000,01:25:00,QUEENS,102,0,BAR/NIGHT CLUB,(null),(null),(null),25-44,M,BLACK,1029424,191245,40.691487,-73.837101,POINT (-73.837101 40.691487),N,COMMERCIAL,OUTSIDE
289349077,2024-06-30T00:00:00.000,06:00:00,BRONX,40,0,(null),(null),(null),(null),18-24,M,WHITE HISPANIC,1008760,230356,40.798916,-73.911472,POINT (-73.911472 40.798916),N,STREET,OUTSIDE
286957308,2024-05-15T00:00:00.000,19:45:00,QUEENS,103,2,MULTI DWELL - PUBLIC HOUS,18-24,M,BLACK,<18,F,BLACK,1041070,193697,40.69815,-73.795084,POINT (-73.795084 40.69815),N,HOUSING,OUTSIDE
287542647,2024-05-27T00:00:00.000,22:45:00,BRONX,47,0,(null),(null),(null),(null),25-44,M,BLACK,1030896,263028,40.888503,-73.831295,POINT (-73.831295 40.888503),N,STREET,OUTSIDE
280179979,2024-01-08T00:00:00.000,18:30:00,BROOKLYN,79,2,MULTI DWELL - PUBLIC HOUS,25-44,M,BLACK,25-44,M,BLACK,999496,190300,,,,N,HOUSING,OUTSIDE
282682441,2024-02-23T00:00:00.000,04:40:00,BRONX,46,1,(null),18-24,M,WHITE HISPANIC,45-64,M,WHITE HISPANIC,1011698,251174,40.85604676326622,-73.90077783555246,POINT (-73.90077783555246 40.85604676326622),Y,TRANSIT,INSIDE
281464670,2024-01-31T00:00:00.000,18:10:00,BROOKLYN,71,0,(null),18-24,M,BLACK,18-24,M,BLACK,1003332,182590,40.66782350363816,-73.93121487397924,POINT (-73.93121487397924 40.66782350363816),Y,STREET,OUTSIDE
280879491,2024-01-21T00:00:00.000,06:08:00,BRONX,47,0,(null),(null),(null),(null),18-24,M,BLACK,1023421,264176,40.891691,-73.858323,POINT (-73.858323 40.891691),Y,STREET,INSIDE
287857961,2024-06-02T00:00:00.000,10:24:00,BROOKLYN,73,2,MULTI DWELL - PUBLIC HOUS,<18,M,BLACK,<18,M,BLACK,1009515,183436,40.670131,-73.908924,POINT (-73.908924 40.670131),Y,HOUSING,INSIDE
288209443,2024-06-07T00:00:00.000,23:00:00,BRONX,48,0,(null),(null),(null),(null),<18,M,BLACK HISPANIC,1017595,247157,40.845001,-73.879478,POINT (-73.879478 40.845001),N,STREET,OUTSIDE
289111779,2024-06-25T00:00:00.000,22:44:00,BRONX,46,0,(null),(null),(null),(null),18-24,M,WHITE HISPANIC,1010664,251020,40.855629,-73.904516,POINT (-73.904516 40.855629),N,STREET,OUTSIDE
280822659,2024-01-19T00:00:00.000,18:20:00,BROOKLYN,73,2,MULTI DWELL - PUBLIC HOUS,(null),(null),(null),25-44,M,BLACK,1006025,185468,40.675719,-73.921496,POINT (-73.921496 40.675719),N,HOUSING,OUTSIDE
288208648,2024-06-08T00:00:00.000,20:40:00,BROOKLYN,73,2,MULTI DWELL - PUBLIC HOUS,(null),(null),(null),45-64,M,BLACK,1007627,183444,40.670159,-73.915728,POINT (-73.915728 40.670159),N,HOUSING,OUTSIDE
286656750,2024-05-09T00:00:00.000,21:48:00,QUEENS,105,0,(null),(null),(null),(null),18-24,M,BLACK,1053792,186759,40.67901387104007,-73.74927869533099,POINT (-73.74927869533099 40.67901387104007),N,STREET,OUTSIDE
288678989,2024-06-18T00:00:00.000,00:44:00,BRONX,52,0,(null),(null),(null),(null),18-24,M,BLACK HISPANIC,1014563,253789,40.863216,-73.890408,POINT (-73.890408 40.863216),N,STREET,OUTSIDE
281822467,2024-02-07T00:00:00.000,00:15:00,BROOKLYN,75,0,(null),(null),(null),(null),25-44,M,BLACK,1012948,186523,40.67859275036239,-73.8965352389197,POINT (-73.8965352389197 40.67859275036239),N,STREET,OUTSIDE
280894361,2024-01-21T00:00:00.000,22:15:00,BRONX,44,0,MULTI DWELL - APT BUILD,25-44,M,WHITE HISPANIC,25-44,M,WHITE HISPANIC,1007306,244828,40.838642,-73.916673,POINT (-73.916673 40.838642),N,DWELLING,INSIDE
285315559,2024-04-14T00:00:00.000,01:20:00,MANHATTAN,30,0,BAR/NIGHT CLUB,(null),(null),(null),25-44,M,BLACK,995697,238142,40.820314,-73.958642,POINT (-73.958642 40.820314),N,COMMERCIAL,OUTSIDE
285137847,2024-04-10T00:00:00.000,15:01:00,MANHATTAN,25,2,MULTI DWELL - PUBLIC HOUS,25-44,M,BLACK,18-24,F,BLACK,1003280,229886,40.79763944992671,-73.93126854853195,POINT (-73.93126854853195 40.79763944992671),N,HOUSING,OUTSIDE
280245040,2024-01-09T00:00:00.000,17:21:00,BRONX,42,0,MULTI DWELL - PUBLIC HOUS,(null),(null),(null),18-24,M,BLACK,1010069,244367,40.837369,-73.906691,POINT (-73.906691 40.837369),N,HOUSING,OUTSIDE
287011479,2024-05-16T00:00:00.000,16:10:00,BROOKLYN,75,0,PVT HOUSE,25-44,M,BLACK,18-24,M,BLACK,1013212,179556,40.65947,-73.895612,POINT (-73.895612 40.65947),N,DWELLING,INSIDE
280568175,2024-01-15T00:00:00.000,14:48:00,MANHATTAN,32,0,(null),25-44,M,BLACK,25-44,M,BLACK,999575,236782,40.816576,-73.944633,POINT (-73.944633 40.816576),N,STREET,OUTSIDE
286038325,2024-04-28T00:00:00.000,04:30:00,MANHATTAN,18,0,(null),18-24,M,WHITE HISPANIC,25-44,M,BLACK,985147,218635,40.76677888777605,-73.99676176889756,POINT (-73.99676176889756 40.76677888777605),N,STREET,OUTSIDE
287671761,2024-05-29T00:00:00.000,18:10:00,MANHATTAN,24,0,(null),(null),(null),(null),25-44,M,BLACK HISPANIC,993369,229307,,,,N,STREET,OUTSIDE
284213335,2024-03-23T00:00:00.000,00:28:00,BRONX,43,0,(null),(null),(null),(null),25-44,M,BLACK,1020324,240687,40.827234,-73.869649,POINT (-73.869649 40.827234),N,STREET,OUTSIDE
284321060,2024-03-25T00:00:00.000,17:48:00,QUEENS,101,0,(null),25-44,M,BLACK HISPANIC,25-44,M,WHITE,1052982,159437,40.60403,-73.752477,POINT (-73.752477 40.60403),Y,STREET,OUTSIDE
280384564,2024-01-11T00:00:00.000,18:10:00,QUEENS,101,0,(null),18-24,M,BLACK HISPANIC,<18,M,BLACK,1051463,159247,40.603519,-73.757946,POINT (-73.757946 40.603519),N,STREET,OUTSIDE
287141672,2024-05-19T00:00:00.000,20:10:00,BROOKLYN,88,0,(null),(null),(null),(null),25-44,M,BLACK,991391,192835,40.69596138105165,-73.97424788581966,POINT (-73.97424788581966 40.69596138105165),N,STREET,OUTSIDE
284274405,2024-03-24T00:00:00.000,19:20:00,MANHATTAN,25,0,(null),(null),(null),(null),18-24,F,BLACK,1001963,233039,40.806296307097966,-73.9360168931391,POINT (-73.9360168931391 40.806296307097966),Y,STREET,OUTSIDE
286460096,2024-05-06T00:00:00.000,04:26:00,BROOKLYN,75,0,(null),25-44,M,BLACK,25-44,M,BLACK,1015480,181597,40.665066,-73.887427,POINT (-73.887427 40.665066),N,STREET,OUTSIDE
285709468,2024-04-21T00:00:00.000,17:05:00,BROOKLYN,69,0,(null),<18,M,BLACK,<18,M,BLACK,1008788,170702,40.63518,-73.911589,POINT (-73.911589 40.63518),N,STREET,OUTSIDE
284047223,2024-03-18T00:00:00.000,18:01:00,BROOKLYN,67,0,PVT HOUSE,18-24,M,BLACK,45-64,M,BLACK,1005324,178327,40.656119,-73.924046,POINT (-73.924046 40.656119),N,STREET,OUTSIDE
289349079,2024-06-29T00:00:00.000,02:00:00,BRONX,44,0,(null),(null),(null),(null),18-24,M,BLACK,1006671,241120,40.828466,-73.918981,POINT (-73.918981 40.828466),N,STREET,OUTSIDE
280768895,2024-01-18T00:00:00.000,21:00:00,BRONX,48,0,(null),(null),(null),(null),25-44,M,BLACK,1010264,212763,40.75062352990398,-73.9061104449288,POINT (-73.9061104449288 40.75062352990398),N,STREET,OUTSIDE
285821127,2024-04-23T00:00:00.000,21:40:00,BRONX,46,0,(null),18-24,M,BLACK HISPANIC,25-44,M,BLACK HISPANIC,1011851,253012,40.861094,-73.900215,POINT (-73.900215 40.861094),N,STREET,OUTSIDE
285380962,2024-04-15T00:00:00.000,04:03:00,BRONX,40,0,(null),25-44,M,WHITE HISPANIC,18-24,M,WHITE HISPANIC,1006074,236931,40.816972,-73.921152,POINT (-73.921152 40.816972),Y,VEHICLE,OUTSIDE
289124109,2024-06-26T00:00:00.000,00:34:00,MANHATTAN,32,0,(null),(null),(null),(null),25-44,M,BLACK,1000301,234255,40.809638,-73.942015,POINT (-73.942015 40.809638),N,STREET,OUTSIDE
280872174,2024-01-20T00:00:00.000,12:57:00,BRONX,44,0,GROCERY/BODEGA,(null),(null),(null),25-44,M,BLACK,1006888,240238,40.826047,-73.9182,POINT (-73.9182 40.826047),N,COMMERCIAL,INSIDE
282117921,2024-02-12T00:00:00.000,16:32:00,BRONX,44,1,(null),<18,M,BLACK HISPANIC,65+,M,WHITE HISPANIC,1007839,246906,40.844343526095244,-73.91474279614735,POINT (-73.91474279614735 40.844343526095244),N,TRANSIT,INSIDE
280384565,2024-01-11T00:00:00.000,00:56:00,BROOKLYN,75,0,(null),(null),(null),(null),25-44,M,BLACK,1022254,183463,40.67016,-73.862998,POINT (-73.862998 40.67016),N,PARKING LOT,OUTSIDE
283020989,2024-02-29T00:00:00.000,01:00:00,BRONX,52,0,GROCERY/BODEGA,18-24,M,WHITE HISPANIC,18-24,M,WHITE HISPANIC,1010769,253612,40.862742,-73.904126,POINT (-73.904126 40.862742),N,COMMERCIAL,INSIDE
286657080,2024-05-09T00:00:00.000,13:39:00,BRONX,46,0,(null),18-24,M,BLACK,18-24,F,BLACK,1007997,247788,40.846766,-73.914167,POINT (-73.914167 40.846766),Y,DWELLING,INSIDE
288639568,2024-06-17T00:00:00.000,03:10:00,BROOKLYN,70,0,(null),18-24,M,BLACK,25-44,M,BLACK,998899,169688,40.632421,-73.947222,POINT (-73.947222 40.632421),N,STREET,OUTSIDE
285094095,2024-04-10T00:00:00.000,03:20:00,MANHATTAN,23,2,MULTI DWELL - PUBLIC HOUS,45-64,M,WHITE HISPANIC,25-44,F,BLACK,1000654,228899,40.794936,-73.940753,POINT (-73.940753 40.794936),N,HOUSING,INSIDE
288732339,2024-06-18T00:00:00.000,20:45:00,BRONX,42,0,(null),(null),(null),(null),25-44,M,BLACK,1010967,238733,40.821903,-73.903466,POINT (-73.903466 40.821903),N,STREET,OUTSIDE
280000369,2024-01-04T00:00:00.000,19:10:00,BROOKLYN,73,0,(null),(null),(null),(null),25-44,M,BLACK,1009968,182502,40.667566,-73.907293,POINT (-73.907293 40.667566),N,STREET,OUTSIDE
283885165,2024-03-16T00:00:00.000,20:00:00,STATEN ISLAND,121,0,(null),45-64,M,BLACK,25-44,M,ASIAN / PACIFIC ISLANDER,940986,169325,40.631331,-74.155867,POINT (-74.155867 40.631331),N,STREET,OUTSIDE
281143962,2024-01-25T00:00:00.000,18:30:00,BRONX,40,2,MULTI DWELL - PUBLIC HOUS,25-44,M,WHITE HISPANIC,25-44,M,WHITE HISPANIC,1005674,234940,40.811507,-73.922606,POINT (-73.922606 40.811507),N,HOUSING,OUTSIDE
284540124,2024-03-29T00:00:00.000,19:54:00,MANHATTAN,7,0,(null),18-24,M,WHITE HISPANIC,18-24,M,BLACK,988980,201020,40.71843,-73.982936,POINT (-73.982936 40.71843),N,OTHER,OUTSIDE
288930514,2024-06-22T00:00:00.000,05:13:00,QUEENS,108,0,(null),(null),(null),(null),18-24,M,WHITE,999505,213024,40.751367,-73.944941,POINT (-73.944941 40.751367),N,COMMERCIAL,OUTSIDE
283128965,2024-03-02T00:00:00.000,01:29:00,BRONX,44,0,(null),(null),(null),(null),25-44,F,BLACK,1006769,241999,40.830878,-73.918625,POINT (-73.918625 40.830878),N,STREET,OUTSIDE
289050198,2024-06-24T00:00:00.000,22:40:00,BROOKLYN,81,0,(null),(null),(null),(null),18-24,M,BLACK,1003004,191419,40.69206,-73.93237,POINT (-73.93237 40.69206),N,PLAYGROUND,OUTSIDE
288243975,2024-06-09T00:00:00.000,03:40:00,BROOKLYN,75,0,PVT HOUSE,25-44,M,BLACK,25-44,F,WHITE HISPANIC,1017357,184668,40.673488,-73.880645,POINT (-73.880645 40.673488),N,DWELLING,OUTSIDE
286946574,2024-05-15T00:00:00.000,16:37:00,MANHATTAN,30,0,(null),25-44,M,BLACK,25-44,M,BLACK,999665,239429,40.82384,-73.9443,POINT (-73.9443 40.82384),N,STREET,OUTSIDE
289111777,2024-06-25T00:00:00.000,13:30:00,BROOKLYN,81,0,(null),(null),(null),(null),25-44,M,WHITE HISPANIC,1001586,189839,40.687724,-73.937489,POINT (-73.937489 40.687724),N,STREET,OUTSIDE
281438760,2024-01-31T00:00:00.000,13:04:00,MANHATTAN,23,0,MULTI DWELL - PUBLIC HOUS,(null),(null),(null),25-44,M,BLACK,1001808,228700,40.79439,-73.936586,POINT (-73.936586 40.79439),N,HOUSING,OUTSIDE
281798379,2024-02-06T00:00:00.000,23:30:00,BROOKLYN,75,0,(null),(null),(null),(null),45-64,M,BLACK,1017027,181266,40.664149311957004,-73.8818548191582,POINT (-73.8818548191582 40.664149311957004),N,STREET,OUTSIDE
284943607,2024-04-07T00:00:00.000,13:59:00,BROOKLYN,67,0,(null),(null),(null),(null),18-24,F,BLACK,1001238,177295,40.653297,-73.938774,POINT (-73.938774 40.653297),N,STREET,OUTSIDE
287313994,2024-05-22T00:00:00.000,20:20:00,BRONX,44,0,(null),25-44,M,WHITE HISPANIC,18-24,M,BLACK,1007096,242091,40.831129707342384,-73.91744460418215,POINT (-73.91744460418215 40.831129707342384),N,STREET,OUTSIDE
286290814,2024-05-02T00:00:00.000,21:00:00,QUEENS,102,0,HOSPITAL,(null),(null),(null),25-44,M,BLACK,1035454,193217,40.69686462988958,-73.81534377867497,POINT (-73.81534377867497 40.69686462988958),N,(null),OUTSIDE
288294532,2024-06-10T00:00:00.000,15:50:00,QUEENS,103,0,(null),18-24,M,BLACK,<18,M,BLACK,1038711,196273,40.70523316920576,-73.80357343352262,POINT (-73.80357343352262 40.70523316920576),N,PLAYGROUND,OUTSIDE
283497925,2024-03-09T00:00:00.000,04:40:00,BROOKLYN,69,0,(null),25-44,M,BLACK,18-24,F,BLACK,1012016,169344,40.631446,-73.899965,POINT (-73.899965 40.631446),N,STREET,OUTSIDE
287507794,2024-05-24T00:00:00.000,00:14:00,BRONX,52,0,(null),18-24,M,WHITE HISPANIC,25-44,M,BLACK,1010619,252255,40.859017,-73.904672,POINT (-73.904672 40.859017),Y,STREET,OUTSIDE
285315561,2024-04-13T00:00:00.000,22:21:00,QUEENS,101,2,MULTI DWELL - PUBLIC HOUS,(null),(null),(null),45-64,M,BLACK,1053494,161531,40.609773,-73.750609,POINT (-73.750609 40.609773),N,HOUSING,OUTSIDE
287845254,2024-06-01T00:00:00.000,21:26:00,BRONX,43,0,(null),(null),(null),(null),<18,M,BLACK HISPANIC,1020219,239110,,,,N,PLAYGROUND,INSIDE
288607689,2024-06-15T00:00:00.000,16:30:00,BRONX,43,0,(null),25-44,M,WHITE HISPANIC,25-44,M,WHITE HISPANIC,1016981,242160,40.83128799071076,-73.88172426202638,POINT (-73.88172426202638 40.83128799071076),N,STREET,OUTSIDE
280568176,2024-01-15T00:00:00.000,18:47:00,BRONX,46,0,(null),<18,M,BLACK,<18,M,WHITE HISPANIC,1009331,250024,40.8529,-73.909338,POINT (-73.909338 40.8529),N,STREET,OUTSIDE
280943247,2024-01-22T00:00:00.000,10:20:00,BROOKLYN,73,0,(null),18-24,M,BLACK,25-44,M,BLACK,1005800,181690,40.665347541429526,-73.92232132455327,POINT (-73.92232132455327 40.665347541429526),Y,STREET,OUTSIDE
288867605,2024-06-20T00:00:00.000,22:00:00,BROOKLYN,77,0,(null),(null),(null),(null),45-64,M,ASIAN / PACIFIC ISLANDER,993961,184556,40.673237,-73.964989,POINT (-73.964989 40.673237),Y,STREET,OUTSIDE
286460095,2024-05-06T00:00:00.000,01:07:00,BROOKLYN,73,0,(null),(null),(null),(null),25-44,M,BLACK,1009868,180290,40.661495,-73.907661,POINT (-73.907661 40.661495),N,STREET,OUTSIDE
